league_name,team_long_name_home,team_short_name_home,team_long_name_away,team_short_name_away,home_players_average_rating,home_team_score,home_team_prob_receive_red_cards,home_team_prob_case_win,away_players_average_rating,away_team_score,away_team_prob_receive_red_cards,away_team_prob_case_win,home_avg_bet,draw_avg_bet,away_avg_bet,match_result
England Premier League,Aston Villa,AVL,Swansea City,SWA,73.36,49.5,5.555555555555555,25.892857142857142,76.36,41.5,4.166666666666667,25.0,0.3603730030847625,0.3085084041111792,0.3900245432967019,-1
England Premier League,Aston Villa,AVL,Reading,REA,68.82,53.75,5.660377358490566,25.892857142857142,68.0,50.38,0.0,10.526315789473683,0.5020787800273943,0.3042489985924732,0.2635635047120763,1
England Premier League,Aston Villa,AVL,Southampton,SOU,73.82,54.75,4.444444444444445,25.892857142857142,75.36,50.75,0.0,28.78787878787879,0.3736083707981287,0.3023275030775549,0.3837310461732624,-1
England Premier League,Aston Villa,AVL,Crystal Palace,CRY,74.82,49.5,6.382978723404255,25.892857142857142,73.73,53.12,6.666666666666667,36.17021276595744,0.3949479683812912,0.2909157463216168,0.3748858326007185,-1
England Premier League,Aston Villa,AVL,Cardiff City,CAR,72.0,49.62,4.225352112676056,25.892857142857142,72.45,56.25,0.0,10.526315789473683,0.4727296331783339,0.3076912352072501,0.2818040321828745,1
England Premier League,Aston Villa,AVL,Leicester City,LEI,74.55,54.75,4.395604395604396,25.892857142857142,70.0,57.88,12.5,34.48275862068966,0.4717591559152067,0.2813443124527469,0.311005196295902,1
England Premier League,Aston Villa,AVL,Bournemouth,BOU,73.73,49.5,5.357142857142857,25.892857142857142,73.73,49.5,0.0,30.0,0.3996944327223827,0.2971583498679043,0.3644774880110036,-1
England Premier League,Aston Villa,AVL,Watford,WAT,74.55,49.5,5.454545454545454,25.892857142857142,71.91,48.62,0.0,44.44444444444444,0.3924380039229103,0.2824799469114023,0.3887045760915427,-1
England Premier League,Newcastle United,NEW,Stoke City,STK,74.64,48.12,3.0,41.34615384615385,75.09,48.5,3.636363636363636,21.05263157894737,0.481878854188198,0.2868131403358773,0.2921797666601675,1
England Premier League,Newcastle United,NEW,Wigan Athletic,WIG,77.18,52.5,2.2222222222222223,41.34615384615385,72.45,42.5,13.20754716981132,24.615384615384617,0.5683220912693308,0.2693341506953461,0.2228810565309497,1
England Premier League,Newcastle United,NEW,Arsenal,ARS,75.82,48.12,3.125,41.34615384615385,78.18,44.25,6.666666666666667,49.55752212389381,0.3249596282285946,0.2792588941752746,0.4559085501594389,-1
England Premier League,Newcastle United,NEW,Manchester City,MCI,74.36,49.88,2.631578947368421,41.34615384615385,82.82,46.38,6.024096385542169,45.87155963302752,0.2192313021576922,0.2994299631448142,0.5387584339422737,-1
England Premier League,Newcastle United,NEW,West Ham United,WHU,74.73,48.12,2.127659574468085,41.34615384615385,72.0,51.5,3.571428571428572,17.02127659574468,0.5622584496219994,0.279121266129402,0.221589904631655,1
England Premier League,Newcastle United,NEW,Liverpool,LIV,74.91,48.12,2.9411764705882355,41.34615384615385,77.73,48.62,3.603603603603604,38.05309734513274,0.3640689524859204,0.2860509361695758,0.4101360803089562,-1
England Premier League,Newcastle United,NEW,Hull City,HUL,74.64,49.88,2.5641025641025643,41.34615384615385,72.82,48.75,6.451612903225806,12.76595744680851,0.561555436805756,0.2838247777319357,0.2164865130321217,1
England Premier League,Newcastle United,NEW,Fulham,FUL,77.27,50.75,1.7241379310344829,41.34615384615385,77.45,50.0,0.0,17.647058823529413,0.4981390575557462,0.2872694437885523,0.2698676431031366,1
England Premier League,Newcastle United,NEW,Burnley,BUR,73.82,48.12,2.3529411764705883,41.34615384615385,70.82,60.0,0.0,14.285714285714286,0.5800174763137224,0.2796783453361697,0.2050653841981823,1
England Premier League,Newcastle United,NEW,Sunderland,SUN,71.36,49.88,2.409638554216868,41.34615384615385,73.45,51.38,9.67741935483871,20.17543859649123,0.4564538255111962,0.2925179793609959,0.3171467824753167,1
England Premier League,Newcastle United,NEW,Birmingham City,BIR,75.82,51.88,5.555555555555555,41.34615384615385,76.0,45.62,4.0,11.538461538461538,0.5249763720024074,0.2902549729313249,0.2423210386662291,1
England Premier League,Newcastle United,NEW,Portsmouth,POR,74.09,48.12,2.8846153846153846,41.34615384615385,74.09,48.12,0.0,11.11111111111111,0.5324281613583735,0.2901123209247015,0.2386894547765673,1
England Premier League,Newcastle United,NEW,Tottenham Hotspur,TOT,74.91,48.12,2.197802197802198,41.34615384615385,76.51,50.62,7.0,44.642857142857146,0.3615212341202535,0.279350961511674,0.4212153941932341,-1
England Premier League,Newcastle United,NEW,Wolverhampton Wanderers,WOL,77.82,52.5,3.225806451612903,41.34615384615385,73.18,56.75,7.317073170731708,14.893617021276595,0.6056841322218443,0.2740143651786262,0.1782977796292897,1
England Premier League,Newcastle United,NEW,Manchester United,MUN,74.0,48.12,2.247191011235955,41.34615384615385,80.73,47.25,2.0202020202020203,48.24561403508772,0.2446875218194478,0.2931860548013466,0.5220680861945972,-1
England Premier League,Newcastle United,NEW,Everton,EVE,74.18,48.12,2.8846153846153846,41.34615384615385,78.36,48.38,1.7699115044247788,28.31858407079646,0.3775986093113636,0.2947060200907316,0.3871361570940899,1
England Premier League,Newcastle United,NEW,Chelsea,CHE,73.82,48.12,3.061224489795918,41.34615384615385,82.0,43.5,5.555555555555555,44.24778761061947,0.2321794341150957,0.2994013780109676,0.5270058210316697,-1
England Premier League,Newcastle United,NEW,Bolton Wanderers,BOL,77.36,52.5,2.857142857142857,41.34615384615385,72.91,52.5,8.695652173913043,20.40816326530612,0.5797617413268253,0.2720940275374179,0.2075730719567735,1
England Premier League,Newcastle United,NEW,Blackburn Rovers,BLB,75.73,51.88,4.545454545454546,41.34615384615385,73.73,51.88,9.67741935483871,17.02127659574468,0.5463827169248583,0.2811957175935015,0.2326937151258102,1
England Premier League,Newcastle United,NEW,Aston Villa,AVL,74.91,48.12,2.912621359223301,41.34615384615385,74.18,49.5,1.8018018018018016,24.107142857142858,0.4927266175531093,0.281832594992592,0.2871368975447732,1
England Premier League,Newcastle United,NEW,Blackpool,BLA,72.82,60.0,0.0,41.34615384615385,67.09,69.38,33.333333333333336,27.77777777777778,0.5806686858550081,0.2653799135117706,0.2247285382050088,1
England Premier League,Newcastle United,NEW,West Bromwich Albion,WBA,74.55,48.12,2.150537634408602,41.34615384615385,74.18,50.75,7.0588235294117645,25.26315789473684,0.48117284548587,0.2824211558750938,0.2986689811335824,1
England Premier League,Newcastle United,NEW,Queens Park Rangers,QPR,71.64,49.88,2.469135802469136,41.34615384615385,73.91,51.75,9.30232558139535,12.727272727272728,0.4830983730173743,0.2964611727514931,0.284950229038916,1
England Premier League,Newcastle United,NEW,Norwich City,NOR,74.64,48.12,3.0303030303030303,41.34615384615385,73.27,46.88,3.278688524590164,15.151515151515152,0.542708776423482,0.2840745476443824,0.2349733971586365,1
England Premier League,Newcastle United,NEW,Swansea City,SWA,75.0,48.12,2.1739130434782608,41.34615384615385,76.27,41.5,4.545454545454546,25.0,0.4487455734607384,0.2874109416846157,0.3237246180991099,1
England Premier League,Newcastle United,NEW,Reading,REA,77.0,50.75,2.0408163265306123,41.34615384615385,71.0,49.38,0.0,10.526315789473683,0.6519503712709819,0.2720433531566781,0.1363617456659111,1
England Premier League,Newcastle United,NEW,Southampton,SOU,75.45,48.12,2.1052631578947367,41.34615384615385,74.55,47.88,1.7241379310344829,28.78787878787879,0.4762656681928576,0.2791009829062262,0.3059116742506392,1
England Premier League,Newcastle United,NEW,Crystal Palace,CRY,75.09,49.88,2.5974025974025974,41.34615384615385,72.36,53.5,9.523809523809524,36.17021276595744,0.4831566458168862,0.2702469161735807,0.3110715755087857,1
England Premier League,Newcastle United,NEW,Cardiff City,CAR,75.27,49.88,2.6666666666666665,41.34615384615385,72.09,45.75,5.2631578947368425,10.526315789473683,0.5973392231125811,0.2807044910554414,0.1834384656712099,1
England Premier League,Newcastle United,NEW,Leicester City,LEI,74.64,48.12,2.9702970297029703,41.34615384615385,72.09,57.25,3.8461538461538463,34.48275862068966,0.4870112029684848,0.2716174254500111,0.3064213301185016,1
England Premier League,Newcastle United,NEW,Bournemouth,BOU,74.09,48.12,2.8846153846153846,41.34615384615385,74.09,48.12,0.0,30.0,0.4548270562961062,0.2813995980635835,0.327221500419126,1
England Premier League,Newcastle United,NEW,Watford,WAT,76.18,48.12,3.09278350515464,41.34615384615385,72.82,48.62,0.0,44.44444444444444,0.4605191409791391,0.2644139486638158,0.3388095855927899,1
England Premier League,Blackpool,BLA,Stoke City,STK,72.91,50.0,0.0,22.22222222222222,74.64,50.62,3.703703703703704,21.05263157894737,0.3894620635572294,0.3103041758262705,0.3600266981866457,-1
England Premier League,Blackpool,BLA,Wigan Athletic,WIG,73.18,50.0,0.0,22.22222222222222,72.73,51.25,12.5,24.615384615384617,0.418324239260623,0.3020888945314544,0.3411308479619214,1
England Premier League,Blackpool,BLA,Arsenal,ARS,72.55,50.0,0.0,22.22222222222222,80.9,50.0,4.166666666666667,49.55752212389381,0.1397099341797828,0.3170596447641505,0.6013744659104681,-1
England Premier League,Blackpool,BLA,Manchester City,MCI,67.45,69.38,0.0,22.22222222222222,80.82,58.75,0.0,45.87155963302752,0.0600637401928215,0.3344117889963017,0.6694124878560487,-1
England Premier League,Blackpool,BLA,West Ham United,WHU,73.36,50.0,0.0,22.22222222222222,74.09,41.25,0.0,17.02127659574468,0.4255860378939132,0.3091112859097773,0.3245601521603575,0
England Premier League,Blackpool,BLA,Liverpool,LIV,74.0,50.0,0.0,22.22222222222222,79.45,51.88,0.0,38.05309734513274,0.2435291035558842,0.3134974498683794,0.499287194697558,-1
England Premier League,Blackpool,BLA,Hull City,HUL,72.45,50.0,0.0,22.22222222222222,72.45,50.0,8.51063829787234,12.76595744680851,0.4588357848291591,0.30898923130513,0.2934443971097921,1
England Premier League,Blackpool,BLA,Fulham,FUL,67.91,69.38,0.0,22.22222222222222,75.82,54.38,0.0,17.647058823529413,0.2852250436523724,0.3309957619748368,0.4481368449061781,-1
England Premier League,Blackpool,BLA,Burnley,BUR,72.45,50.0,0.0,22.22222222222222,72.45,50.0,3.571428571428572,14.285714285714286,0.4525921772343048,0.3082882255322884,0.3005674832065472,0
England Premier League,Blackpool,BLA,Sunderland,SUN,73.64,50.0,0.0,22.22222222222222,75.73,56.25,9.523809523809524,20.17543859649123,0.3849522533880475,0.3117043885423348,0.3612140348015826,-1
England Premier League,Blackpool,BLA,Birmingham City,BIR,73.82,50.0,0.0,22.22222222222222,76.0,45.62,0.0,11.538461538461538,0.4184101009168538,0.3159374848149368,0.3220591565940711,1
England Premier League,Blackpool,BLA,Portsmouth,POR,72.45,50.0,0.0,22.22222222222222,72.45,50.0,0.0,11.11111111111111,0.4656343797657782,0.3097525487022242,0.2856881478044365,0
England Premier League,Blackpool,BLA,Tottenham Hotspur,TOT,72.91,50.0,0.0,22.22222222222222,79.82,56.88,4.3478260869565215,44.642857142857146,0.188415956801889,0.3149644777950458,0.5546917112565481,-1
England Premier League,Blackpool,BLA,Wolverhampton Wanderers,WOL,66.6,69.38,0.0,22.22222222222222,70.82,70.0,12.5,14.893617021276595,0.3722881836408969,0.3213463585497588,0.3763035893238454,0
England Premier League,Blackpool,BLA,Manchester United,MUN,73.82,50.0,0.0,22.22222222222222,82.33,57.5,0.0,48.24561403508772,0.1403580229810284,0.3179977984361852,0.5968734548770305,-1
England Premier League,Blackpool,BLA,Everton,EVE,66.82,69.38,0.0,22.22222222222222,78.09,56.25,0.0,28.31858407079646,0.1751482094967598,0.3362806039727392,0.5535192583795534,-1
England Premier League,Blackpool,BLA,Chelsea,CHE,70.82,50.0,0.0,22.22222222222222,83.0,56.25,0.0,44.24778761061947,0.0866092923987149,0.3312002668326989,0.6399619664230121,-1
England Premier League,Blackpool,BLA,Bolton Wanderers,BOL,72.45,50.0,0.0,22.22222222222222,76.1,54.38,6.666666666666667,20.40816326530612,0.3540655294411578,0.3164152812752872,0.3885214793375193,-1
England Premier League,Blackpool,BLA,Blackburn Rovers,BLB,67.18,69.38,0.0,22.22222222222222,74.18,58.75,0.0,17.02127659574468,0.3069658478962535,0.328638647413174,0.4309757695177111,-1
England Premier League,Blackpool,BLA,Aston Villa,AVL,72.45,50.0,0.0,22.22222222222222,78.82,51.25,4.545454545454546,24.107142857142858,0.2841904553872998,0.3228699086638101,0.4500180490080224,-1
England Premier League,Blackpool,BLA,Newcastle United,NEW,72.91,50.0,0.0,22.22222222222222,75.55,51.88,5.882352941176471,26.21359223300971,0.349966119804124,0.3106538979669092,0.3989900185117311,-1
England Premier League,Blackpool,BLA,West Bromwich Albion,WBA,72.45,50.0,0.0,22.22222222222222,72.45,50.0,7.368421052631579,25.26315789473684,0.4074936137438939,0.3032247501499314,0.3520186587812142,-1
England Premier League,Blackpool,BLA,Queens Park Rangers,QPR,72.45,50.0,0.0,22.22222222222222,72.45,50.0,9.090909090909092,12.727272727272728,0.4589947130224827,0.3090070750884387,0.2932630821909656,1
England Premier League,Blackpool,BLA,Norwich City,NOR,72.45,50.0,0.0,22.22222222222222,72.45,50.0,4.545454545454546,15.151515151515152,0.4490352129075393,0.3078888646677604,0.3046254837707592,0
England Premier League,Blackpool,BLA,Swansea City,SWA,72.45,50.0,0.0,22.22222222222222,72.45,50.0,3.947368421052632,25.0,0.4085747436905818,0.303346134833755,0.3507852401886709,-1
England Premier League,Blackpool,BLA,Reading,REA,72.45,50.0,0.0,22.22222222222222,72.45,50.0,0.0,10.526315789473683,0.4680368907584181,0.3100222924440545,0.2829472175987845,0
England Premier League,Blackpool,BLA,Southampton,SOU,72.45,50.0,0.0,22.22222222222222,72.45,50.0,1.5151515151515151,28.78787878787879,0.3930130247609827,0.3015989310514452,0.3685389926570984,-1
England Premier League,Blackpool,BLA,Crystal Palace,CRY,72.45,50.0,0.0,22.22222222222222,72.45,50.0,4.25531914893617,36.17021276595744,0.3626842278684026,0.2981937424033691,0.403139922999821,-1
England Premier League,Blackpool,BLA,Cardiff City,CAR,72.45,50.0,0.0,22.22222222222222,72.45,50.0,5.2631578947368425,10.526315789473683,0.4680368907584181,0.3100222924440545,0.2829472175987845,1
England Premier League,Blackpool,BLA,Leicester City,LEI,72.45,50.0,0.0,22.22222222222222,72.45,50.0,3.4482758620689653,34.48275862068966,0.3696167852668269,0.2989721005373519,0.3952308411958378,-1
England Premier League,Blackpool,BLA,Bournemouth,BOU,72.45,50.0,0.0,22.22222222222222,72.45,50.0,0.0,30.0,0.3880332747035111,0.3010398258411061,0.3742201934469952,-1
England Premier League,Blackpool,BLA,Watford,WAT,72.45,50.0,0.0,22.22222222222222,72.45,50.0,0.0,44.44444444444444,0.3286912531853068,0.2943771554178981,0.441921169526599,-1
England Premier League,West Bromwich Albion,WBA,Stoke City,STK,74.36,50.75,2.380952380952381,34.69387755102041,74.27,48.5,4.0,21.05263157894737,0.4691510337588607,0.2919912184834531,0.2995441237418648,1
England Premier League,West Bromwich Albion,WBA,Wigan Athletic,WIG,73.82,48.62,4.081632653061225,34.69387755102041,72.82,43.5,10.9375,24.615384615384617,0.473455920831793,0.287680096303101,0.3018725888449276,1
England Premier League,West Bromwich Albion,WBA,Arsenal,ARS,74.73,50.75,3.1578947368421053,34.69387755102041,78.91,44.25,7.272727272727272,49.55752212389381,0.265762882675212,0.2916114621913138,0.5021934875410267,-1
England Premier League,West Bromwich Albion,WBA,Manchester City,MCI,73.27,50.75,3.3707865168539324,34.69387755102041,82.0,41.88,4.950495049504951,45.87155963302752,0.191193305746562,0.3071320608225973,0.5598789578314207,-1
England Premier League,West Bromwich Albion,WBA,West Ham United,WHU,72.91,49.88,2.5974025974025974,34.69387755102041,74.09,52.62,2.7777777777777777,17.02127659574468,0.4619243546631967,0.2978289804800112,0.3023521185133653,1
England Premier League,West Bromwich Albion,WBA,Liverpool,LIV,73.36,50.75,3.4482758620689653,34.69387755102041,77.91,48.62,4.0,38.05309734513274,0.3072338694318254,0.2981867310986734,0.4553038537899699,-1
England Premier League,West Bromwich Albion,WBA,Hull City,HUL,74.36,50.75,2.5,34.69387755102041,71.45,48.88,7.6923076923076925,12.76595744680851,0.559883946717218,0.2873526889852916,0.2149215621003722,1
England Premier League,West Bromwich Albion,WBA,Fulham,FUL,73.36,49.88,3.125,34.69387755102041,76.36,44.62,0.0,17.647058823529413,0.4222266200621754,0.30294878678976,0.3344965285092603,1
England Premier League,West Bromwich Albion,WBA,Burnley,BUR,73.27,49.88,2.7777777777777777,34.69387755102041,69.55,60.0,0.0,14.285714285714286,0.5712323523511083,0.2843476267773318,0.2097093327501487,1
England Premier League,West Bromwich Albion,WBA,Sunderland,SUN,74.36,50.75,3.225806451612903,34.69387755102041,73.55,49.88,9.174311926605505,20.17543859649123,0.4872285417848671,0.2902356156164924,0.2837434524885107,1
England Premier League,West Bromwich Albion,WBA,Birmingham City,BIR,72.0,63.75,0.0,34.69387755102041,77.55,70.0,0.0,11.538461538461538,0.3976946795376427,0.3135746704103206,0.3482821395582929,1
England Premier League,West Bromwich Albion,WBA,Portsmouth,POR,74.09,50.75,5.1020408163265305,34.69387755102041,74.09,50.75,0.0,11.11111111111111,0.5085087640240687,0.2968781473180438,0.2546113801953785,1
England Premier League,West Bromwich Albion,WBA,Tottenham Hotspur,TOT,74.36,50.75,3.125,34.69387755102041,76.18,50.62,6.363636363636363,44.642857142857146,0.3338398364842731,0.28684052819023,0.4411203418954554,-1
England Premier League,West Bromwich Albion,WBA,Wolverhampton Wanderers,WOL,72.36,51.25,5.555555555555555,34.69387755102041,72.82,51.88,6.25,14.893617021276595,0.4857996786676834,0.2967138436098091,0.2811018211110627,1
England Premier League,West Bromwich Albion,WBA,Manchester United,MUN,72.73,49.88,2.73972602739726,34.69387755102041,78.73,52.0,2.247191011235955,48.24561403508772,0.2369681182647457,0.2979086876441019,0.5270881115757413,-1
England Premier League,West Bromwich Albion,WBA,Everton,EVE,74.27,50.75,3.260869565217391,34.69387755102041,75.36,48.38,1.851851851851852,28.31858407079646,0.4156875990460631,0.2921904895374978,0.3528243030973121,1
England Premier League,West Bromwich Albion,WBA,Chelsea,CHE,73.64,50.75,3.333333333333333,34.69387755102041,82.91,43.5,5.660377358490566,44.24778761061947,0.1865645743421813,0.3094583737673178,0.5607586183935769,-1
England Premier League,West Bromwich Albion,WBA,Bolton Wanderers,BOL,72.73,51.25,5.0,34.69387755102041,74.0,54.38,8.333333333333334,20.40816326530612,0.4464169855289365,0.2965576049623644,0.3198221911359494,1
England Premier League,West Bromwich Albion,WBA,Blackburn Rovers,BLB,73.18,47.88,3.4482758620689653,34.69387755102041,73.64,48.0,11.363636363636363,17.02127659574468,0.4760738351177818,0.2956375040867924,0.2904609321120009,1
England Premier League,West Bromwich Albion,WBA,Aston Villa,AVL,74.82,49.88,2.5641025641025643,34.69387755102041,74.73,54.75,2.1739130434782608,24.107142857142858,0.4560497592133615,0.2905290348946217,0.3135165939556371,1
England Premier League,West Bromwich Albion,WBA,Newcastle United,NEW,74.09,50.75,5.1020408163265305,34.69387755102041,74.09,48.12,9.70873786407767,26.21359223300971,0.4464633345054085,0.2899119497134948,0.3253965680306625,1
England Premier League,West Bromwich Albion,WBA,Blackpool,BLA,73.09,51.25,10.0,34.69387755102041,74.0,50.0,8.333333333333334,27.77777777777778,0.4229449665965903,0.2920364968600006,0.3482496535478559,1
England Premier League,West Bromwich Albion,WBA,Queens Park Rangers,QPR,74.0,50.75,3.5294117647058822,34.69387755102041,74.36,50.62,9.803921568627452,12.727272727272728,0.4947403135397372,0.2972232022486156,0.2680982560398418,1
England Premier League,West Bromwich Albion,WBA,Norwich City,NOR,74.27,48.62,3.4482758620689653,34.69387755102041,73.73,55.88,4.444444444444445,15.151515151515152,0.5025487292636402,0.2933734608147921,0.2646471522320524,1
England Premier League,West Bromwich Albion,WBA,Swansea City,SWA,74.09,50.75,2.4390243902439024,34.69387755102041,76.0,41.5,4.918032786885246,25.0,0.413053508038096,0.2962023130276838,0.3507175240444925,1
England Premier League,West Bromwich Albion,WBA,Reading,REA,73.91,47.88,2.9411764705882355,34.69387755102041,70.09,50.38,0.0,10.526315789473683,0.5879186888932355,0.2857075705126642,0.1899869540309596,1
England Premier League,West Bromwich Albion,WBA,Southampton,SOU,74.27,50.75,3.2967032967032965,34.69387755102041,74.82,47.88,1.6666666666666667,28.78787878787879,0.4246149046234996,0.2903538579524763,0.3462569260904955,1
England Premier League,West Bromwich Albion,WBA,Crystal Palace,CRY,73.27,49.88,2.702702702702702,34.69387755102041,73.91,53.5,8.333333333333334,36.17021276595744,0.3936778570108685,0.2873344666644104,0.3830668324318388,-1
England Premier League,West Bromwich Albion,WBA,Cardiff City,CAR,73.45,49.88,3.0303030303030303,34.69387755102041,72.91,45.75,0.0,10.526315789473683,0.5225352000316248,0.2956018200321246,0.2435820955945966,1
England Premier League,West Bromwich Albion,WBA,Leicester City,LEI,74.36,50.75,3.191489361702128,34.69387755102041,71.55,57.25,4.0,34.48275862068966,0.4686547052747405,0.2776355885619171,0.3183315167343173,1
England Premier League,West Bromwich Albion,WBA,Bournemouth,BOU,74.09,50.75,5.154639175257732,34.69387755102041,68.55,49.38,0.0,30.0,0.5422750591218544,0.2715437433769651,0.2532009414843074,1
England Premier League,West Bromwich Albion,WBA,Watford,WAT,74.09,50.75,5.1020408163265305,34.69387755102041,74.09,50.75,0.0,44.44444444444444,0.3715656374435973,0.2815027540337178,0.410844401917541,-1
England Premier League,Queens Park Rangers,QPR,Stoke City,STK,75.27,51.75,9.75609756097561,26.31578947368421,75.27,45.88,4.545454545454546,21.05263157894737,0.4361240873135856,0.3006769917258418,0.3203773488514128,1
England Premier League,Queens Park Rangers,QPR,Wigan Athletic,WIG,75.36,49.75,11.428571428571429,26.31578947368421,73.36,43.5,11.475409836065571,24.615384615384617,0.461584001687692,0.2930226036599607,0.3045384245838998,1
England Premier League,Queens Park Rangers,QPR,Arsenal,ARS,72.36,50.62,7.6923076923076925,26.31578947368421,78.09,44.25,7.070707070707071,49.55752212389381,0.2073255764482368,0.3050574042261492,0.549182804787983,-1
England Premier League,Queens Park Rangers,QPR,Manchester City,MCI,74.18,51.75,9.090909090909092,26.31578947368421,82.55,46.38,5.681818181818182,45.87155963302752,0.1672124477619412,0.3144676975151697,0.5734063854754208,-1
England Premier League,Queens Park Rangers,QPR,West Ham United,WHU,73.3,50.62,7.142857142857143,26.31578947368421,71.91,51.5,3.658536585365854,17.02127659574468,0.4829943450552699,0.2985941469872879,0.2803888276316533,1
England Premier League,Queens Park Rangers,QPR,Liverpool,LIV,74.09,51.75,9.523809523809524,26.31578947368421,79.27,50.0,4.545454545454546,38.05309734513274,0.2635677908887398,0.30851350680985,0.4850386428291668,-1
England Premier League,Queens Park Rangers,QPR,Hull City,HUL,74.91,51.75,10.256410256410255,26.31578947368421,72.09,48.75,6.896551724137931,12.76595744680851,0.5272893483818916,0.2960801394456972,0.2360240011519041,1
England Premier League,Queens Park Rangers,QPR,Fulham,FUL,74.64,51.0,11.11111111111111,26.31578947368421,76.73,48.12,0.0,17.647058823529413,0.4088577346386842,0.3085914216695952,0.3388179560327748,1
England Premier League,Queens Park Rangers,QPR,Burnley,BUR,73.64,51.75,8.695652173913043,26.31578947368421,69.0,60.0,0.0,14.285714285714286,0.5591573710602246,0.2900656093682692,0.214548922238888,1
England Premier League,Queens Park Rangers,QPR,Sunderland,SUN,74.64,51.75,10.0,26.31578947368421,74.0,51.38,10.344827586206897,20.17543859649123,0.4533500110278861,0.2992343482659336,0.3063466104348502,1
England Premier League,Queens Park Rangers,QPR,Birmingham City,BIR,71.1,50.62,7.017543859649122,26.31578947368421,71.1,50.62,3.8461538461538463,11.538461538461538,0.4802191253520305,0.30554827601893,0.2789029176412864,1
England Premier League,Queens Park Rangers,QPR,Portsmouth,POR,71.1,50.62,7.017543859649122,26.31578947368421,71.1,50.62,0.0,11.11111111111111,0.4819748064620365,0.3057453964456521,0.2768999301833099,1
England Premier League,Queens Park Rangers,QPR,Tottenham Hotspur,TOT,74.27,50.62,7.547169811320755,26.31578947368421,75.51,50.62,7.216494845360825,44.642857142857146,0.3154824776080519,0.2936318681751614,0.451823862839588,-1
England Premier League,Queens Park Rangers,QPR,Wolverhampton Wanderers,WOL,75.45,51.0,25.0,26.31578947368421,73.82,56.75,7.5,14.893617021276595,0.493977897210443,0.2986065766350966,0.2649122762943887,1
England Premier League,Queens Park Rangers,QPR,Manchester United,MUN,73.4,50.62,8.0,26.31578947368421,82.36,47.25,2.083333333333333,48.24561403508772,0.1465354619325983,0.3152331165828858,0.5946955653713262,-1
England Premier League,Queens Park Rangers,QPR,Everton,EVE,74.0,50.62,7.407407407407407,26.31578947368421,78.36,48.38,0.99009900990099,28.31858407079646,0.3201521018392203,0.310553836390977,0.4261675871065657,-1
England Premier League,Queens Park Rangers,QPR,Chelsea,CHE,73.45,50.62,7.272727272727272,26.31578947368421,82.82,43.5,3.96039603960396,44.24778761061947,0.1546576673781797,0.3183014970991984,0.5825767927139769,-1
England Premier League,Queens Park Rangers,QPR,Bolton Wanderers,BOL,70.64,45.38,100.0,26.31578947368421,76.0,54.38,6.451612903225806,20.40816326530612,0.3365832647940872,0.3175919021310386,0.4078392876780086,-1
England Premier League,Queens Park Rangers,QPR,Blackburn Rovers,BLB,71.73,45.38,25.0,26.31578947368421,73.36,51.88,9.375,17.02127659574468,0.4241705584210458,0.3078368223668509,0.330592918091869,0
England Premier League,Queens Park Rangers,QPR,Aston Villa,AVL,74.18,51.75,9.30232558139535,26.31578947368421,75.09,54.75,1.1363636363636365,24.107142857142858,0.406591110465488,0.3021245278486559,0.3502828806346119,-1
England Premier League,Queens Park Rangers,QPR,Newcastle United,NEW,73.2,50.62,7.017543859649122,26.31578947368421,74.82,48.12,9.574468085106384,26.21359223300971,0.3848414278436538,0.3033965733153432,0.372415574232992,-1
England Premier League,Queens Park Rangers,QPR,Blackpool,BLA,71.1,50.62,7.017543859649122,26.31578947368421,71.1,50.62,11.11111111111111,27.77777777777778,0.4135032431718007,0.298057699803489,0.3550164410443912,-1
England Premier League,Queens Park Rangers,QPR,West Bromwich Albion,WBA,73.45,51.75,8.51063829787234,26.31578947368421,74.82,49.88,6.666666666666667,25.26315789473684,0.393471454297773,0.3030559539940787,0.3637151668783594,-1
England Premier League,Queens Park Rangers,QPR,Norwich City,NOR,74.27,49.75,9.375,26.31578947368421,73.64,55.88,3.225806451612903,15.151515151515152,0.4742330981472197,0.3016245301827969,0.2832385713753964,1
England Premier League,Queens Park Rangers,QPR,Swansea City,SWA,73.5,50.62,8.16326530612245,26.31578947368421,76.45,41.5,5.0,25.0,0.3627307141895602,0.3079120296169772,0.3880958241173521,-1
England Premier League,Queens Park Rangers,QPR,Reading,REA,75.64,51.0,12.5,26.31578947368421,68.18,50.38,0.0,10.526315789473683,0.6288889716602768,0.2831072804677594,0.1496500261693389,1
England Premier League,Queens Park Rangers,QPR,Southampton,SOU,73.6,50.62,7.84313725490196,26.31578947368421,73.82,47.88,0.0,28.78787878787879,0.4019285018907214,0.2979624204274439,0.3614529569775733,-1
England Premier League,Queens Park Rangers,QPR,Crystal Palace,CRY,73.91,51.75,8.333333333333334,26.31578947368421,72.18,53.5,6.896551724137931,36.17021276595744,0.4104271218996306,0.2886707513479827,0.3641636085195483,-1
England Premier League,Queens Park Rangers,QPR,Cardiff City,CAR,71.1,50.62,7.017543859649122,26.31578947368421,71.1,50.62,5.2631578947368425,10.526315789473683,0.4843773174546764,0.3060151401874824,0.2741589999776579,1
England Premier League,Queens Park Rangers,QPR,Leicester City,LEI,73.91,51.75,8.88888888888889,26.31578947368421,70.09,57.88,0.0,34.48275862068966,0.459373734593093,0.2831784752839297,0.3223231562644664,1
